,Unnamed: 0,compound,flashpoint,pure substance,smiles,source
890,890,4-propenylanisole,369.0,1,C(=CC)C1=CC=C(C=C1)OC,carroll11
891,891,diethylfumarate,366.0,1,C(C)\C(=C(/C(=O)[O-])\CC)\C(=O)[O-],carroll11
893,893,1-methoxy-2-propanol,304.0,1,COCC(C)O,carroll11
895,895,2-dimethylaminoethanol,314.0,1,CN(CCO)C,carroll11
896,896,2-ethoxyethanol,315.0,1,C(C)OCCO,carroll11
898,898,"2-bromo-1,1-dimethoxyethane",324.0,1,BrCC(OC)OC,carroll11
899,899,bis(2-methoxyethyl)amine,331.0,1,COCCNCCOC,carroll11
901,901,"1,3-dichlorobenzene",336.0,1,ClC1=CC(=CC=C1)Cl,carroll11
903,903,"1,2-dichlorobenzene",341.0,1,ClC1=C(C=CC=C1)Cl,carroll11
904,904,2-amino-2-methyl-1-propanol,341.0,1,NC(CO)(C)C,carroll11
905,905,2-(methylamino)ethanol,345.0,1,CNCCO,carroll11
906,906,1-amino-2-propanol,340.0,1,NCC(C)O,carroll11
907,907,2-chlorophenol,345.0,1,ClC1=C(C=CC=C1)O,carroll11
910,910,"2,3-dichloro-1-propanol",366.0,1,ClC(CO)CCl,carroll11
911,911,diphenylether,388.0,1,C1(=CC=CC=C1)OC1=CC=CC=C1,carroll11
912,912,dimethylphthalate,423.0,1,COC(C=1C(C(=O)OC)=CC=CC1)=O,carroll11
913,913,diisobutylphthalate,458.0,1,C(C(C)C)OC(C=1C(C(=O)OCC(C)C)=CC=CC1)=O,carroll11
914,914,diethylphthalate,433.0,1,C(C)OC(C=1C(C(=O)OCC)=CC=CC1)=O,carroll11
915,915,furfural,331.0,1,C(C1=CC=CO1)=O,carroll11
916,916,furfurylalcohol,348.0,1,C(C1=CC=CO1)O,carroll11
917,917,furfurylacetate,338.0,1,C(C1=CC=CO1)CC(=O)[O-],carroll11
918,918,furfurylpropanoate,355.0,1,C(C1=CC=CO1)OC(CC)=O,carroll11
919,919,"2,5-dimethoxy-2,5-dihydrofuran",320.0,1,COC1OC(C=C1)OC,carroll11
920,920,methylsalicylate,372.0,1,COC=1C(C(=O)[O-])=CC=CC1,carroll11
921,921,ethylsalicylate,380.0,1,C(C)OC=1C(C(=O)[O-])=CC=CC1,carroll11
922,922,2-phenylethanol,375.0,1,C1(=CC=CC=C1)CCO,carroll11
923,923,diethyleneglycol,397.0,1,C(COCCO)O,carroll11
924,924,N-methyldiethanolamine,410.0,1,CN(CCO)CCO,carroll11
925,925,3-methylfuran,251.0,1,CC1=COC=C1,carroll11
926,926,2-ethylfuran,271.0,1,C(C)C=1OC=CC1,carroll11
927,927,3-ethylthiophene,296.0,1,C(C)C1=CSC=C1,carroll11
928,928,cyclohexylmethacrylate,355.0,1,C1(CCCCC1)OC(C(=C)C)=O,carroll11
929,929,cyclohexylacrylate,341.0,1,C1(CCCCC1)OC(C=C)=O,carroll11
930,930,1-phenyl-3-pentanone,376.0,1,C1(=CC=CC=C1)CCC(CC)=O,carroll11
931,931,2-propylfuran,288.0,1,C(CC)C=1OC=CC1,carroll11
932,932,isobutylbenzoate,375.0,1,C(C(C)C)OC(C1=CC=CC=C1)=O,carroll11
933,933,10-chloro-3-decyne,359.0,1,ClCCCCCCC#CCC,carroll11
934,934,1-chloro-4-decyne,360.0,1,ClCCCC#CCCCCC,carroll11
935,935,"2-chloro-1,3-butadiene",253.0,1,ClC(=C)C=C,carroll11
